family,point,subrun,run,volume,e1,e2,e3,e4,e5,e6,strain_norm,max_abs_voigt,lhfcalc,aexx,ispin,encut,functional,nk,nb,energy,ionic_steps
3-skew-one-plane,skew-x-toward-y-by-minus-0.060,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-minus-0.060/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.0018000443687263834,4.4209571892217525e-08,-6.362528146451316e-17,2.4396522908119248e-17,-0.060000005305148665,0.04246457909884692,0.060000005305148665,.TRUE.,0.27,,550,HSE,172,8,-21.246454,1
3-skew-one-plane,skew-x-toward-y-by-minus-0.065,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-minus-0.065/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.00211254439635733,4.4209571892217525e-08,-6.237045878125301e-17,5.679672572803607e-18,-0.0650000057472443,0.04601046856315838,0.0650000057472443,,,,550,PBE,172,8,-18.098905,3
3-skew-one-plane,skew-x-toward-y-by-minus-0.065,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-minus-0.065/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.00211254439635733,4.4209571892217525e-08,-6.237045878125301e-17,5.679672572803607e-18,-0.0650000057472443,0.04601046856315838,0.0650000057472443,.TRUE.,0.27,,550,HSE,172,8,-21.233384,1
3-skew-one-plane,skew-x-toward-y-by-minus-0.070,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-minus-0.070/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.002450044426198783,4.4209571892217525e-08,-6.528594531594809e-17,4.92125039704647e-17,-0.07000000618934012,0.049558078563924204,0.07000000618934012,,,,550,PBE,172,8,-18.085388,3
3-skew-one-plane,skew-x-toward-y-by-minus-0.070,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-minus-0.070/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.002450044426198783,4.4209571892217525e-08,-6.528594531594809e-17,4.92125039704647e-17,-0.07000000618934012,0.049558078563924204,0.07000000618934012,.TRUE.,0.27,,550,HSE,172,8,-21.219299,1
3-skew-one-plane,skew-x-toward-y-by-minus-0.075,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-minus-0.075/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.002812544458250743,4.4209571892217525e-08,-6.396803403464652e-17,3.049565363514906e-17,-0.07500000663143576,0.05310754093056136,0.07500000663143576,,,,550,PBE,172,8,-18.070871,3
3-skew-one-plane,skew-x-toward-y-by-minus-0.075,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-minus-0.075/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.002812544458250743,4.4209571892217525e-08,-6.396803403464652e-17,3.049565363514906e-17,-0.07500000663143576,0.05310754093056136,0.07500000663143576,.TRUE.,0.27,,550,HSE,172,8,-21.204171,1
3-skew-one-plane,skew-x-toward-y-by-minus-0.080,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-minus-0.080/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.420957211426213e-08,0.003200044492513099,4.4209571892217525e-08,-6.24629542499918e-17,1.1778803299833415e-17,-0.08000000707353154,0.0566589873774719,0.08000000707353154,,,,550,PBE,172,8,-18.055347,3
3-skew-one-plane,skew-x-toward-y-by-minus-0.080,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-minus-0.080/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.003200044492513099,4.4209571892217525e-08,-6.24629542499918e-17,1.1778803299833415e-17,-0.08000000707353154,0.0566589873774719,0.08000000707353154,.TRUE.,0.27,,550,HSE,172,8,-21.187992,1
3-skew-one-plane,skew-x-toward-y-by-minus-0.085,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-minus-0.085/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0036125445289860725,4.4209571892217525e-08,-6.606192890928692e-17,5.531163469749452e-17,-0.08500000751562721,0.06021254949598263,0.08500000751562721,,,,550,PBE,172,8,-18.038833,3
3-skew-one-plane,skew-x-toward-y-by-minus-0.085,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-minus-0.085/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0036125445289860725,4.4209571892217525e-08,-6.606192890928692e-17,5.531163469749452e-17,-0.08500000751562721,0.06021254949598263,0.08500000751562721,.TRUE.,0.27,,550,HSE,172,8,-21.170783,1
3-skew-one-plane,skew-x-toward-y-by-minus-0.090,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-minus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.004050044567669442,4.4209571892217525e-08,-6.449376052659078e-17,3.6594784362178873e-17,-0.09000000795772296,0.06376835874631803,0.09000000795772296,,,,550,PBE,172,8,-18.021307,3
3-skew-one-plane,skew-x-toward-y-by-minus-0.090,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-minus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.004050044567669442,4.4209571892217525e-08,-6.449376052659078e-17,3.6594784362178873e-17,-0.09000000795772296,0.06376835874631803,0.09000000795772296,.TRUE.,0.27,,550,HSE,172,8,-21.152517,1
3-skew-one-plane,skew-x-toward-y-by-minus-0.095,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-minus-0.095/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.004512544608563207,4.4209571892217525e-08,-6.273842364054145e-17,1.7877934026863233e-17,-0.0950000083998186,0.06732654644960623,0.0950000083998186,,,,550,PBE,172,8,-18.002783,3
3-skew-one-plane,skew-x-toward-y-by-minus-0.095,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-minus-0.095/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.004512544608563207,4.4209571892217525e-08,-6.273842364054145e-17,1.7877934026863233e-17,-0.0950000083998186,0.06732654644960623,0.0950000083998186,.TRUE.,0.27,,550,HSE,172,8,-21.133208,1
3-skew-one-plane,skew-x-toward-y-by-minus-0.100,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-minus-0.100/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.00500004465166759,4.4209571892217525e-08,-6.702088642443666e-17,6.141076542452433e-17,-0.10000000884191441,0.07088724377992178,0.10000000884191441,,,,550,PBE,172,8,-17.983273,3
3-skew-one-plane,skew-x-toward-y-by-minus-0.100,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-minus-0.100/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.00500004465166759,4.4209571892217525e-08,-6.702088642443666e-17,6.141076542452433e-17,-0.10000000884191441,0.07088724377992178,0.10000000884191441,.TRUE.,0.27,,550,HSE,172,8,-21.11287,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.005,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.005/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,1.2544210677090106e-05,4.4209571892217525e-08,-6.38730804079904e-17,7.422800402069765e-17,0.005000000442095705,0.0035355564726940944,0.005000000442095705,,,,550,PBE,172,8,-18.183122,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.005,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.005/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,1.2544210677090106e-05,4.4209571892217525e-08,-6.38730804079904e-17,7.422800402069765e-17,0.005000000442095705,0.0035355564726940944,0.005000000442095705,.TRUE.,0.27,,550,HSE,172,8,-21.321131,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.010,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.010/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.420957211426213e-08,5.0044213992794795e-05,4.4209571892217525e-08,-6.465259026472256e-17,-2.4815981062345467e-17,0.010000000884191467,0.007071245524600187,0.010000000884191467,,,,550,PBE,172,8,-18.181615,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.010,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.010/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,5.0044213992794795e-05,4.4209571892217525e-08,-6.465259026472257e-17,-2.4815981062345455e-17,0.010000000884191519,0.007071245524600225,0.010000000884191519,.TRUE.,0.27,,550,HSE,172,8,-21.319561,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.015,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.015/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.00011254421951900628,4.4209571892217525e-08,-6.382346013572904e-17,4.941202295835219e-17,0.015000001326287215,0.010607199729408568,0.015000001326287215,,,,550,PBE,172,8,-18.179098,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.015,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.015/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.00011254421951900628,4.4209571892217525e-08,-6.382346013572904e-17,4.941202295835219e-17,0.01500000132628716,0.01060719972940853,0.01500000132628716,.TRUE.,0.27,,550,HSE,172,8,-21.316936,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.020,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.020/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.00020004422725572457,4.4209571892217525e-08,-6.447249611394384e-17,1.261771960828583e-17,0.020000001768382913,0.014143551642512821,0.020000001768382913,,,,550,PBE,172,8,-18.175596,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.020,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.020/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.00020004422725572457,4.4209571892217525e-08,-6.447249611394384e-17,1.261771960828583e-17,0.020000001768382913,0.014143551642512821,0.020000001768382913,.TRUE.,0.27,,550,HSE,172,8,-21.313289,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.025,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.025/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.00031254423720283864,4.4209571892217525e-08,-6.42701594847146e-17,2.4596041896006737e-17,0.02500000221047867,0.017680433794624126,0.02500000221047867,,,,550,PBE,172,8,-18.171083,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.025,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.025/2-accurate-hse06-atoms-fixed,11.346172820578163,4.420957211426213e-08,0.00031254423720283864,4.4209571892217525e-08,-6.42701594847146e-17,2.4596041896006734e-17,0.02500000221047862,0.01768043379462409,0.02500000221047862,.TRUE.,0.27,,550,HSE,172,8,-21.308587,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.030,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.030/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,4.4209571892217525e-08,-6.541121840174179e-17,-1.2198261454059625e-17,0.030000002652574367,0.021217978683360155,0.030000002652574367,,,,550,PBE,172,8,-18.16557,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.030,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.030/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0004500442493604595,4.4209571892217525e-08,-6.541121840174179e-17,-1.2198261454059625e-17,0.030000002652574367,0.021217978683360155,0.030000002652574367,.TRUE.,0.27,,550,HSE,172,8,-21.302845,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.035,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.035/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0006125442637285872,4.4209571892217525e-08,-6.303443959429288e-17,6.202974256663802e-17,0.03500000309467007,0.024756318764961666,0.03500000309467007,,,,550,PBE,172,8,-18.15904,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.035,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.035/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0006125442637285872,4.4209571892217525e-08,-6.303443959429288e-17,6.202974256663802e-17,0.03500000309467002,0.024756318764961628,0.03500000309467002,.TRUE.,0.27,,550,HSE,172,8,-21.296042,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.040,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.040/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0008000442803072216,4.4209571892217525e-08,-6.684626031078664e-17,-3.701424251640508e-17,0.040000003536765825,0.02829558644603431,0.040000003536765825,,,,550,PBE,172,8,-18.151534,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.040,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.040/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0008000442803072216,4.4209571892217525e-08,-6.684626031078664e-17,-3.701424251640508e-17,0.040000003536765825,0.02829558644603431,0.040000003536765825,.TRUE.,0.27,,550,HSE,172,8,-21.288222,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.045,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.045/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0010125442990962519,4.4209571892217525e-08,-6.385128136844249e-17,3.7213761504292566e-17,0.04500000397886152,0.0318359140753068,0.04500000397886152,,,,550,PBE,172,8,-18.143004,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.045,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.045/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0010125442990962519,4.4209571892217525e-08,-6.385128136844249e-17,3.7213761504292566e-17,0.04500000397886152,0.0318359140753068,0.04500000397886152,.TRUE.,0.27,,550,HSE,172,8,-21.279336,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.050,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.050/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.001250044320095789,4.4209571892217525e-08,-6.566513775442957e-17,4.1945815422620434e-19,0.05000000442095722,0.035377433935405544,0.05000000442095722,,,,550,PBE,172,8,-18.133494,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.050,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.050/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.001250044320095789,4.4209571892217525e-08,-6.011402238589136e-17,1.114417655249902e-16,0.05000000442095722,0.035377433935405544,0.05000000442095722,.TRUE.,0.27,,550,HSE,172,8,-21.269427,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.055,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.055/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0015125443433058328,4.4209571892217525e-08,-6.516444276383901e-17,1.2397780441947111e-17,0.05500000486305298,0.03892027823464654,0.05500000486305298,,,,550,PBE,172,8,-18.122973,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.055,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.055/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0015125443433058328,4.4209571892217525e-08,-6.516444276383901e-17,1.2397780441947111e-17,0.05500000486305298,0.03892027823464654,0.05500000486305298,.TRUE.,0.27,,550,HSE,172,8,-21.258464,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.060,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.060/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0018000443687263834,4.4209571892217525e-08,-6.747032208863848e-17,-2.4396522908119254e-17,0.06000000530514867,0.042464579098846926,0.06000000530514867,,,,550,PBE,172,8,-18.111447,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.060,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.060/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0018000443687263834,4.4209571892217525e-08,-6.080898364639263e-17,8.662578446264476e-17,0.06000000530514867,0.042464579098846926,0.06000000530514867,.TRUE.,0.27,,550,HSE,172,8,-21.246454,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.065,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.065/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.00211254439635733,4.4209571892217525e-08,-6.292769446783895e-17,4.9831481112578395e-17,0.06500000574724436,0.04601046856315843,0.06500000574724436,,,,550,PBE,172,8,-18.098904,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.065,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.065/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.00211254439635733,4.4209571892217525e-08,-6.292769446783895e-17,4.9831481112578395e-17,0.06500000574724436,0.04601046856315843,0.06500000574724436,.TRUE.,0.27,,550,HSE,172,8,-21.233384,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.070,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.070/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.002450044426198783,4.4209571892217525e-08,-6.200026452814081e-17,6.18098034002993e-17,0.07000000618934013,0.04955807856392422,0.07000000618934013,,,,550,PBE,172,8,-18.085388,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.070,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.070/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.002450044426198783,4.4209571892217525e-08,-6.200026452814081e-17,6.18098034002993e-17,0.07000000618934013,0.04955807856392422,0.07000000618934013,.TRUE.,0.27,,550,HSE,172,8,-21.219299,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.075,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.075/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.002812544458250743,4.4209571892217525e-08,-6.461099828839952e-17,2.5015500050232937e-17,0.07500000663143583,0.05310754093056141,0.07500000663143583,,,,550,PBE,172,8,-18.070871,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.075,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.075/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.002812544458250743,4.4209571892217525e-08,-6.461099828839952e-17,2.5015500050232937e-17,0.07500000663143583,0.05310754093056141,0.07500000663143583,.TRUE.,0.27,,550,HSE,172,8,-21.204171,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.080,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.080/1-cheap-pbe-atoms-relaxed,11.346172820578158,4.4209571892217525e-08,0.003200044492513099,4.4209571892217525e-08,-5.870789049249776e-17,9.924350407093058e-17,0.08000000707353151,0.05665898737747188,0.08000000707353151,,,,550,PBE,172,8,-18.055347,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.080,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.080/2-accurate-hse06-atoms-fixed,11.346172820578158,4.4209571892217525e-08,0.003200044492513099,4.4209571892217525e-08,-5.870789049249776e-17,9.924350407093058e-17,0.08000000707353151,0.05665898737747188,0.08000000707353151,.TRUE.,0.27,,550,HSE,172,8,-21.187992,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.085,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.085/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.0036125445289860725,4.4209571892217525e-08,-6.679062173020699e-17,1.9951898788748292e-19,0.08500000751562727,0.06021254949598266,0.08500000751562727,,,,550,PBE,172,8,-18.038833,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.085,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.085/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.0036125445289860725,4.4209571892217525e-08,-6.679062173020699e-17,1.9951898788748292e-19,0.08500000751562727,0.06021254949598266,0.08500000751562727,.TRUE.,0.27,,550,HSE,172,8,-21.170783,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.090,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.090/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.004050044567669442,4.4209571892217525e-08,-6.026931379940999e-17,7.442752300858513e-17,0.09000000795772298,0.06376835874631805,0.09000000795772298,,,,550,PBE,172,8,-18.021307,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.090,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.090/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.004050044567669442,4.4209571892217525e-08,-6.026931379940999e-17,7.442752300858513e-17,0.09000000795772298,0.06376835874631805,0.09000000795772298,.TRUE.,0.27,,550,HSE,172,8,-21.152517,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.095,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.095/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.004512544608563207,4.4209571892217525e-08,-6.355284502862859e-17,3.7633219658518767e-17,0.09500000839981868,0.06732654644960627,0.09500000839981868,,,,550,PBE,172,8,-18.002784,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.095,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.095/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.004512544608563207,4.4209571892217525e-08,-6.355284502862859e-17,3.7633219658518767e-17,0.09500000839981868,0.06732654644960627,0.09500000839981868,.TRUE.,0.27,,550,HSE,172,8,-21.133209,1
3-skew-one-plane,skew-x-toward-y-by-plus-0.100,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-y-by-plus-0.100/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,0.00500004465166759,4.4209571892217525e-08,-6.232705672756913e-17,4.961154194623968e-17,0.10000000884191443,0.0708872437799218,0.10000000884191443,,,,550,PBE,172,8,-17.983274,3
3-skew-one-plane,skew-x-toward-y-by-plus-0.100,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-y-by-plus-0.100/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,0.00500004465166759,4.4209571892217525e-08,-6.232705672756913e-17,4.961154194623968e-17,0.10000000884191443,0.0708872437799218,0.10000000884191443,.TRUE.,0.27,,550,HSE,172,8,-21.112871,1
3-skew-one-plane,skew-x-toward-z-by-minus-0.005,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-z-by-minus-0.005/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,4.4209571892217525e-08,1.2544210677090106e-05,-6.424422042809389e-17,-0.00500000044209566,6.408401040208867e-17,0.0035355564726940623,0.00500000044209566,,,,550,PBE,172,8,-18.183122,3
3-skew-one-plane,skew-x-toward-z-by-minus-0.005,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-z-by-minus-0.005/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,4.4209571892217525e-08,1.2544210677090106e-05,-6.424422042809389e-17,-0.00500000044209566,6.408401040208867e-17,0.0035355564726940623,0.00500000044209566,.TRUE.,0.27,,550,HSE,172,8,-21.321131,1
3-skew-one-plane,skew-x-toward-z-by-minus-0.010,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-z-by-minus-0.010/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,4.4209571892217525e-08,5.0044213992794795e-05,-6.44044304540991e-17,-0.01000000088419143,6.408401040208867e-17,0.007071245524600162,0.01000000088419143,,,,550,PBE,172,8,-18.181615,3
3-skew-one-plane,skew-x-toward-z-by-minus-0.010,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-z-by-minus-0.010/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,4.4209571892217525e-08,5.0044213992794795e-05,-6.44044304540991e-17,-0.01000000088419143,6.408401040208867e-17,0.007071245524600162,0.01000000088419143,.TRUE.,0.27,,550,HSE,172,8,-21.319561,1
3-skew-one-plane,skew-x-toward-z-by-minus-0.015,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-z-by-minus-0.015/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,4.4209571892217525e-08,0.00011254421951900628,-6.456464048010433e-17,-0.015000001326287146,6.408401040208867e-17,0.01060719972940852,0.015000001326287146,,,,550,PBE,172,8,-18.179098,3
3-skew-one-plane,skew-x-toward-z-by-minus-0.015,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-z-by-minus-0.015/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,4.4209571892217525e-08,0.00011254421951900628,-6.456464048010433e-17,-0.01500000132628709,6.408401040208867e-17,0.010607199729408481,0.01500000132628709,.TRUE.,0.27,,550,HSE,172,8,-21.316936,1
3-skew-one-plane,skew-x-toward-z-by-minus-0.020,1-cheap-pbe-atoms-relaxed,3-skew-one-plane/skew-x-toward-z-by-minus-0.020/1-cheap-pbe-atoms-relaxed,11.346172820578163,4.4209571892217525e-08,4.4209571892217525e-08,0.00020004422725572457,-6.472485050610955e-17,-0.020000001768382805,6.408401040208867e-17,0.014143551642512745,0.020000001768382805,,,,550,PBE,172,8,-18.175596,3
3-skew-one-plane,skew-x-toward-z-by-minus-0.020,2-accurate-hse06-atoms-fixed,3-skew-one-plane/skew-x-toward-z-by-minus-0.020/2-accurate-hse06-atoms-fixed,11.346172820578163,4.4209571892217525e-08,4.4209571892217525e-08,0.00020004422725572457,-6.472485050610955e-17,-0.020000001768382805,6.408401040208867e-17,0.014143551642512745,0.020000001768382805,.TRUE.,0.27,,550,HSE,172,8,-21.313289,1
