config_key,dopants,defect_order,nmae_pct,max_abs_diff_over_mean,p999_abs_diff_over_mean,peak_distance_from_dopant,grid_pbe,grid_hse,interpolated,volume_pbe,volume_hse,nelect_pbe,nelect_hse,nelect_expected,nelect_rel_error,nelect_check,quality,max_displacement,hse_nsw,status,pbe_path,hse_path
triads_defects/H-N-O/c8-c53-c1/config1,HNO,triad,0.7908715445943374,0.11069335134420828,0.06779158162094362,4.879055291571938,80x80x80,80x80x80,False,366.65198,366.65198,256.0,256.0,256.0,9.088531105483355e-08,pass,clean,3.8457248308314645e-14,0,ok,triads_defects/H-N-O/c8-c53-c1/config1/GGA-PBE,triads_defects/H-N-O/c8-c53-c1/config1/HSE06
triads_defects/H-N-O/c8-c53-c1/config2/sigma00001,HNO,triad,0.8760634449613376,0.21651075728331706,0.09531780486657405,0.18175047979502312,80x80x80,80x80x80,False,366.65198,366.65198,256.0,256.0,256.0,9.840360504220769e-08,pass,spin-suspect,3.919421992387118e-14,0,ok,triads_defects/H-N-O/c8-c53-c1/config2/sigma00001,triads_defects/H-N-O/c8-c53-c1/config2/sigma00001/hse06
triads_defects/H-N-O/c8-c53-c1/config3/sigma00001,HNO,triad,0.7776723521926752,0.08859630134493428,0.05814299580859953,2.1976041458738798,80x80x80,80x80x80,False,366.65198,366.65198,256.0,256.0,256.0,6.476190306248242e-08,pass,clean,3.652677514027292e-14,0,ok,triads_defects/H-N-O/c8-c53-c1/config3/sigma00001,triads_defects/H-N-O/c8-c53-c1/config3/sigma00001/hse06
triads_defects/H-N-O/c8-c55-c1/config1,HNO,triad,0.7884903512437809,0.09912702806557762,0.06604222627998235,4.670349838975506,80x80x80,80x80x80,False,366.65198,366.65198,256.0,256.0,256.0,5.8452475082404476e-08,pass,clean,3.779269676478259e-14,0,ok,triads_defects/H-N-O/c8-c55-c1/config1/GGA-PBE,triads_defects/H-N-O/c8-c55-c1/config1/HSE06
triads_defects/H-N-O/c8-c55-c1/config2,HNO,triad,0.7996762615425006,0.13194591193339397,0.06838563674824946,1.7054356724855553,80x80x80,80x80x80,False,366.65198,366.65198,256.0,256.0,256.0,3.7898535754088414e-08,pass,clean,3.606795706192927e-14,0,ok,triads_defects/H-N-O/c8-c55-c1/config2/GGA-PBE,triads_defects/H-N-O/c8-c55-c1/config2/HSE06
triads_defects/H-N-O/c8-c55-c1/config3,HNO,triad,0.7892959141987259,0.09871708154767961,0.059288319255405855,2.5634508544329178,80x80x80,80x80x80,False,366.65198,366.65198,256.0,256.0,256.0,8.741565415970598e-08,pass,clean,3.917728594112924e-14,0,ok,triads_defects/H-N-O/c8-c55-c1/config3/GGA-PBE,triads_defects/H-N-O/c8-c55-c1/config3/HSE06
triads_defects/Li-B-P/c8-c53-c1/config1,BLiP,triad,0.7833082537348383,0.06267413597801362,0.050973051066570775,1.5088877711523339,80x80x80,80x80x80,False,366.65198,366.65198,253.0,253.0,253.0,9.10547659827449e-08,pass,clean,3.705679137405256e-14,0,ok,triads_defects/Li-B-P/c8-c53-c1/config1/GGA-PBE,triads_defects/Li-B-P/c8-c53-c1/config1/HSE06
triads_defects/Li-B-P/c8-c53-c1/config2,BLiP,triad,0.774843262653701,0.06070102002994333,0.051137282266984135,1.9661516075937704,80x80x80,80x80x80,False,366.65198,366.65198,253.0,253.0,253.0,4.886975164287434e-08,pass,spin-suspect,4.1302335142171347e-14,0,ok,triads_defects/Li-B-P/c8-c53-c1/config2/GGA-PBE,triads_defects/Li-B-P/c8-c53-c1/config2/HSE06
triads_defects/Li-B-P/c8-c53-c1/config3,BLiP,triad,0.789406160305489,0.1285852558529914,0.054306881993620694,4.454393111359516,80x80x80,80x80x80,False,366.65198,366.65198,253.0,253.0,253.0,8.454039469703821e-08,pass,clean,3.7707496150576035e-14,0,ok,triads_defects/Li-B-P/c8-c53-c1/config3/GGA-PBE,triads_defects/Li-B-P/c8-c53-c1/config3/HSE06
triads_defects/Li-B-P/c8-c55-c1/config1,BLiP,triad,0.7924010379745359,0.09380217984773001,0.0531290695394243,1.422486399459575,80x80x80,80x80x80,False,366.65198,366.65198,253.0,253.0,253.0,7.997443314703603e-08,pass,clean,3.714600792342253e-14,0,ok,triads_defects/Li-B-P/c8-c55-c1/config1/GGA-PBE,triads_defects/Li-B-P/c8-c55-c1/config1/HSE06
triads_defects/Li-B-P/c8-c55-c1/config2,BLiP,triad,0.8340796333265262,0.17285065231004315,0.07328728235687505,2.511582406338373,80x80x80,80x80x80,False,366.65198,366.65198,253.0,253.0,253.0,7.232151997341997e-08,pass,clean,3.9740129792417095e-14,0,ok,triads_defects/Li-B-P/c8-c55-c1/config2/GGA-PBE,triads_defects/Li-B-P/c8-c55-c1/config2/HSE06
triads_defects/Li-B-P/c8-c55-c1/config3,BLiP,triad,0.8353827638816176,0.17003443277303734,0.06865035672297139,4.748184187139881,80x80x80,80x80x80,False,366.65198,366.65198,253.0,253.0,253.0,7.244331553607596e-08,pass,clean,3.9733177789751176e-14,0,ok,triads_defects/Li-B-P/c8-c55-c1/config3/GGA-PBE,triads_defects/Li-B-P/c8-c55-c1/config3/HSE06
