config,dopants,group_key,quality,target_a,target_b,n_ingap,A_Z_mean,A_Z_prod,A_Z_range,A_Z_sum,A_chi_mean,A_chi_prod,A_chi_range,A_chi_sum,A_dnval_absum,A_dnval_sum,A_grp_mean,A_grp_prod,A_grp_range,A_grp_sum,A_nval_mean,A_nval_prod,A_nval_range,A_nval_sum,A_order,A_per_mean,A_per_prod,A_per_range,A_per_sum,A_rcov_mean,A_rcov_prod,A_rcov_range,A_rcov_sum,B_bandwidth,B_bond_mean,B_dopw_max,B_dopw_mean,B_host_gap,B_ingap_E_max,B_ingap_E_mean,B_ingap_E_mean_frac,B_ingap_E_min,B_ingap_from_cbm,B_ionic_steps,B_ipr_max,B_ipr_mean,B_magmom,B_max_disp,B_n_ingap_occ,B_n_ingap_unocc,B_nelect,B_pbe_energy
single_defects_new-only/Transition-Metals/Cu,Cu,Cu,clean,-0.4028348922729492,1.3021202087402344,54,29.0,29.0,0.0,29.0,1.9,1.9,0.0,1.9,7.0,7.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,11.0,1.0,4.0,4.0,0.0,4.0,1.32,1.32,0.0,1.32,72.04880809783936,1.7946142554930344,0.3775811195373535,0.2842924397576738,4.869107246398926,2.5734786987304688,1.8229390426918313,0.37438876378006114,0.0769338607788086,2.295628547668457,13.0,0.18119248747825623,0.14242632976836628,1.5,0.24500580957990337,30.0,24.0,269.0,-567.22099
single_defects_new-only/Transition-Metals/Fe,Fe,Fe,clean,-1.0829792022705078,1.2884206771850586,92,26.0,26.0,0.0,26.0,1.83,1.83,0.0,1.83,4.0,4.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,1.0,4.0,4.0,0.0,4.0,1.42,1.42,0.0,1.42,52.25404167175293,1.737716062912123,0.8960452675819397,0.6176375068886124,5.222618103027344,4.3219499588012695,2.7448175057120947,0.5255635107841857,0.17911338806152344,0.9006681442260742,14.0,0.8037065863609314,0.4574014135312451,0.0,0.18810765469767415,44.0,48.0,266.0,-574.87713
single_defects_new-only/Transition-Metals/Mo,Mo,Mo,clean,-0.036095619201660156,1.4849166870117188,74,42.0,42.0,0.0,42.0,2.16,2.16,0.0,2.16,2.0,2.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,1.0,5.0,5.0,0.0,5.0,1.54,1.54,0.0,1.54,35.12062454223633,1.8620087032037693,0.844362735748291,0.5051293197918583,4.788134574890137,4.643526077270508,1.678181841566756,0.35048760959381803,0.1080942153930664,0.1446084976196289,15.0,0.7144637107849121,0.3462051066595155,2.0,0.31240021303079585,52.0,22.0,264.0,-571.31962
single_defects_new-only/Transition-Metals/Ru,Ru,Ru,clean,-0.3003826141357422,1.2179231643676758,104,44.0,44.0,0.0,44.0,2.2,2.2,0.0,2.2,4.0,4.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,1.0,5.0,5.0,0.0,5.0,1.46,1.46,0.0,1.46,41.79544448852539,1.816136868224496,0.8378698229789734,0.47180247396373975,5.1834564208984375,5.130765914916992,2.8297072373903713,0.5459112622191014,0.12725067138671875,0.05269050598144531,15.0,0.7038983106613159,0.3029039320535958,-0.0,0.26652836772991106,56.0,48.0,266.0,-572.70733
single_defects_new-only/Transition-Metals/Tc,Tc,Tc,clean,-0.01245880126953125,1.1756229400634766,65,43.0,43.0,0.0,43.0,1.9,1.9,0.0,1.9,3.0,3.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,1.0,5.0,5.0,0.0,5.0,1.47,1.47,0.0,1.47,39.001023292541504,1.8321538466348235,0.8476190567016602,0.5169075764715672,4.848516464233398,4.778730392456055,2.0603207221397986,0.424938378025196,0.05466747283935547,0.06978607177734375,3.0,0.7201757431030273,0.36918726769777443,1.0,0.2825464074982244,42.0,23.0,265.0,-572.10036
single_defects_new-only/Transition-Metals/Ti,Ti,Ti,clean,-0.11963081359863281,1.5650577545166016,98,22.0,22.0,0.0,22.0,1.54,1.54,0.0,1.54,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,1.0,4.0,4.0,0.0,4.0,1.6,1.6,0.0,1.6,31.54412841796875,1.8442980494327577,0.8745388388633728,0.5045251638001326,4.85684871673584,4.613700866699219,1.7774208613804408,0.3659617511362385,0.059548377990722656,0.2431478500366211,15.0,0.7657712697982788,0.3397433837609632,-0.0,0.2946895632685745,60.0,38.0,262.0,-571.32502
single_defects_new-only/Transition-Metals/V,V,V,clean,-0.08217811584472656,1.6499090194702148,96,23.0,23.0,0.0,23.0,1.63,1.63,0.0,1.63,1.0,1.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,1.0,4.0,4.0,0.0,4.0,1.53,1.53,0.0,1.53,38.38540267944336,1.8113329905157531,0.8919239640235901,0.5071047820771734,4.899481773376465,4.846982002258301,1.8950748046239216,0.3867908673365542,0.08187389373779297,0.05249977111816406,3.0,0.7964606881141663,0.3435661986004561,-1.0,0.26172497552127666,56.0,40.0,263.0,-572.7659
single_defects_new-only/VA/Bi,Bi,Bi,spin-suspect,0.0072956085205078125,1.2505369186401367,38,83.0,83.0,0.0,83.0,2.02,2.02,0.0,2.02,1.0,1.0,15.0,15.0,0.0,15.0,5.0,5.0,0.0,5.0,1.0,6.0,6.0,0.0,6.0,1.48,1.48,0.0,1.48,27.226118087768555,1.9371760570025502,0.20413435995578766,0.12672661676218636,4.589306831359863,4.515033721923828,1.9229142038445723,0.4189988323955213,0.264495849609375,0.07427310943603516,19.0,0.08420789241790771,0.040836773812770844,0.0,0.3875675673293696,32.0,6.0,267.0,-556.58087
single_defects_new-only/VIA/Po,Po,Po,clean,0.07158851623535156,1.1521949768066406,46,84.0,84.0,0.0,84.0,2.0,2.0,0.0,2.0,2.0,2.0,16.0,16.0,0.0,16.0,6.0,6.0,0.0,6.0,1.0,6.0,6.0,0.0,6.0,1.4,1.4,0.0,1.4,32.28995418548584,2.0101429313644346,0.19066667556762695,0.13737398369804674,4.506034851074219,4.128015518188477,2.0873779006626294,0.4632405140330878,0.2511005401611328,0.3780193328857422,18.0,0.1474173218011856,0.07143944935144289,0.0,0.46053470467729457,40.0,6.0,268.0,-553.19108
triads_defects/B-N-S/C8-C53-C1-were_replaced/config1,BNS,BNS,clean,0.9584169387817383,1.100876808166504,34,9.333333333333334,560.0,11.0,28.0,2.5533333333333332,16.000128,1.0,7.66,4.0,2.0,14.666666666666666,3120.0,3.0,44.0,4.666666666666667,90.0,3.0,14.0,3.0,2.3333333333333335,12.0,1.0,7.0,0.8666666666666666,0.62622,0.3400000000000001,2.5999999999999996,25.594825744628906,1.587303325025686,0.27166274189949036,0.2077686205944594,4.128107070922852,4.044246673583984,3.558811440187342,0.8620928137389029,3.104602813720703,0.08386039733886719,7.0,0.14590656757354736,0.07532638656523298,-0.0,0.16956832357905435,16.0,18.0,258.0,-562.77487
triads_defects/B-N-S/C8-C53-C1-were_replaced/config2,BNS,BNS,spin-suspect,0.976872444152832,1.1251564025878906,32,9.333333333333334,560.0,11.0,28.0,2.5533333333333332,16.000128,1.0,7.66,4.0,2.0,14.666666666666666,3120.0,3.0,44.0,4.666666666666667,90.0,3.0,14.0,3.0,2.3333333333333335,12.0,1.0,7.0,0.8666666666666666,0.62622,0.3400000000000001,2.5999999999999996,25.62203311920166,1.7215505861632203,0.28735631704330444,0.2118857242166996,4.208073616027832,4.149580001831055,3.7665034532546997,0.8950659605641719,3.3114843368530273,0.058493614196777344,12.0,0.1390504688024521,0.0629540579393506,-0.25,0.19108356952758704,16.0,16.0,258.0,-562.33583
triads_defects/B-N-S/C8-C53-C1-were_replaced/config3,BNS,BNS,clean,-0.08870315551757812,1.2029857635498047,44,9.333333333333334,560.0,11.0,28.0,2.5533333333333332,16.000128,1.0,7.66,4.0,2.0,14.666666666666666,3120.0,3.0,44.0,4.666666666666667,90.0,3.0,14.0,3.0,2.3333333333333335,12.0,1.0,7.0,0.8666666666666666,0.62622,0.3400000000000001,2.5999999999999996,23.218027114868164,1.6262238888720657,0.7448377013206482,0.3842835443263704,4.159191131591797,4.000247001647949,2.75503548708829,0.6623969420789491,0.6614093780517578,0.15894412994384766,23.0,0.3142376244068146,0.14675887826491485,0.0,0.4939844467805379,16.0,28.0,258.0,-564.36521
triads_defects/B-N-S/C8-C55-C1-were_replaced/config1,BNS,BNS,clean,0.9584169387817383,1.100876808166504,34,9.333333333333334,560.0,11.0,28.0,2.5533333333333332,16.000128,1.0,7.66,4.0,2.0,14.666666666666666,3120.0,3.0,44.0,4.666666666666667,90.0,3.0,14.0,3.0,2.3333333333333335,12.0,1.0,7.0,0.8666666666666666,0.62622,0.3400000000000001,2.5999999999999996,25.594825744628906,1.587303325025686,0.27166274189949036,0.2077686205944594,4.128107070922852,4.044246673583984,3.558811440187342,0.8620928137389029,3.104602813720703,0.08386039733886719,7.0,0.14590656757354736,0.07532638656523298,-0.0,0.16956832357905435,16.0,18.0,258.0,-562.77487
triads_defects/B-N-S/C8-C55-C1-were_replaced/config2,BNS,BNS,spin-suspect,0.976872444152832,1.1251564025878906,32,9.333333333333334,560.0,11.0,28.0,2.5533333333333332,16.000128,1.0,7.66,4.0,2.0,14.666666666666666,3120.0,3.0,44.0,4.666666666666667,90.0,3.0,14.0,3.0,2.3333333333333335,12.0,1.0,7.0,0.8666666666666666,0.62622,0.3400000000000001,2.5999999999999996,25.62203311920166,1.7215505861632203,0.28735631704330444,0.2118857242166996,4.208073616027832,4.149580001831055,3.7665034532546997,0.8950659605641719,3.3114843368530273,0.058493614196777344,12.0,0.1390504688024521,0.0629540579393506,-0.25,0.19108356952758704,16.0,16.0,258.0,-562.33583
triads_defects/B-N-S/C8-C55-C1-were_replaced/config3,BNS,BNS,clean,-0.08870315551757812,1.2029857635498047,44,9.333333333333334,560.0,11.0,28.0,2.5533333333333332,16.000128,1.0,7.66,4.0,2.0,14.666666666666666,3120.0,3.0,44.0,4.666666666666667,90.0,3.0,14.0,3.0,2.3333333333333335,12.0,1.0,7.0,0.8666666666666666,0.62622,0.3400000000000001,2.5999999999999996,23.218027114868164,1.6262238888720657,0.7448377013206482,0.3842835443263704,4.159191131591797,4.000247001647949,2.75503548708829,0.6623969420789491,0.6614093780517578,0.15894412994384766,23.0,0.3142376244068146,0.14675887826491485,0.0,0.4939844467805379,16.0,28.0,258.0,-564.36521
triads_defects/Li-B-P/c8-c53-c1/config1,BLiP,BLiP,clean,-0.3069782257080078,0.8849992752075195,75,7.666666666666667,225.0,12.0,23.0,1.7366666666666666,4.378248,1.21,5.21,5.0,-3.0,9.666666666666666,195.0,14.0,29.0,3.0,15.0,4.0,9.0,3.0,2.3333333333333335,12.0,1.0,7.0,1.0633333333333335,1.150464,0.44000000000000006,3.1900000000000004,23.171692848205566,1.7859978550552311,0.6251874566078186,0.25988361954689027,4.600734710693359,4.2826948165893555,2.29760871887207,0.4994003921877526,0.2974529266357422,0.3180398941040039,7.0,0.25627824664115906,0.1424951425443093,1.0,0.4086565242961461,39.0,36.0,253.0,-557.08283
triads_defects/Li-B-P/c8-c55-c1/config2,BLiP,BLiP,clean,-1.4785089492797852,-0.26592445373535156,71,7.666666666666667,225.0,12.0,23.0,1.7366666666666666,4.378248,1.21,5.21,5.0,-3.0,9.666666666666666,195.0,14.0,29.0,3.0,15.0,4.0,9.0,3.0,2.3333333333333335,12.0,1.0,7.0,1.0633333333333335,1.150464,0.44000000000000006,3.1900000000000004,22.54677391052246,1.7063555387334775,0.20331324636936188,0.1468853506613785,4.641778945922852,4.551483154296875,1.7498578890948229,0.3769800133700521,0.053711891174316406,0.09029579162597656,11.0,0.19495424628257751,0.09684973726914801,0.75,0.3119279340321609,37.0,34.0,253.0,-557.27946
