family,point,is_copy
4-skew-two-planes,skew-xz-minus-0.025-yz-minus-0.050,False
4-skew-two-planes,skew-xz-minus-0.025-yz-minus-0.075,False
4-skew-two-planes,skew-xz-minus-0.025-yz-minus-0.100,False
4-skew-two-planes,skew-xz-minus-0.025-yz-plus-0.000,True
4-skew-two-planes,skew-xz-minus-0.025-yz-plus-0.025,False
4-skew-two-planes,skew-xz-minus-0.025-yz-plus-0.050,False
4-skew-two-planes,skew-xz-minus-0.025-yz-plus-0.075,False
4-skew-two-planes,skew-xz-minus-0.025-yz-plus-0.100,False
4-skew-two-planes,skew-xz-minus-0.050-yz-minus-0.025,False
4-skew-two-planes,skew-xz-minus-0.050-yz-minus-0.075,False
4-skew-two-planes,skew-xz-minus-0.050-yz-minus-0.100,False
4-skew-two-planes,skew-xz-minus-0.050-yz-plus-0.000,True
4-skew-two-planes,skew-xz-minus-0.050-yz-plus-0.025,False
4-skew-two-planes,skew-xz-minus-0.050-yz-plus-0.075,False
4-skew-two-planes,skew-xz-minus-0.050-yz-plus-0.100,False
4-skew-two-planes,skew-xz-minus-0.075-yz-minus-0.025,False
4-skew-two-planes,skew-xz-minus-0.075-yz-minus-0.050,False
4-skew-two-planes,skew-xz-minus-0.075-yz-minus-0.075,False
4-skew-two-planes,skew-xz-minus-0.075-yz-minus-0.100,False
4-skew-two-planes,skew-xz-minus-0.075-yz-plus-0.000,True
4-skew-two-planes,skew-xz-minus-0.075-yz-plus-0.025,False
4-skew-two-planes,skew-xz-minus-0.075-yz-plus-0.050,False
4-skew-two-planes,skew-xz-minus-0.075-yz-plus-0.075,False
4-skew-two-planes,skew-xz-minus-0.075-yz-plus-0.100,False
4-skew-two-planes,skew-xz-minus-0.100-yz-minus-0.025,False
4-skew-two-planes,skew-xz-minus-0.100-yz-minus-0.050,False
4-skew-two-planes,skew-xz-minus-0.100-yz-minus-0.075,False
4-skew-two-planes,skew-xz-minus-0.100-yz-minus-0.100,False
4-skew-two-planes,skew-xz-minus-0.100-yz-plus-0.000,True
4-skew-two-planes,skew-xz-minus-0.100-yz-plus-0.025,False
4-skew-two-planes,skew-xz-minus-0.100-yz-plus-0.050,False
4-skew-two-planes,skew-xz-minus-0.100-yz-plus-0.075,False
4-skew-two-planes,skew-xz-minus-0.100-yz-plus-0.100,False
4-skew-two-planes,skew-xz-plus-0.000-yz-minus-0.025,True
4-skew-two-planes,skew-xz-plus-0.000-yz-minus-0.050,True
4-skew-two-planes,skew-xz-plus-0.000-yz-minus-0.075,True
4-skew-two-planes,skew-xz-plus-0.000-yz-minus-0.100,True
4-skew-two-planes,skew-xz-plus-0.000-yz-plus-0.025,True
4-skew-two-planes,skew-xz-plus-0.000-yz-plus-0.050,True
4-skew-two-planes,skew-xz-plus-0.000-yz-plus-0.075,True
4-skew-two-planes,skew-xz-plus-0.000-yz-plus-0.100,True
4-skew-two-planes,skew-xz-plus-0.025-yz-minus-0.025,False
4-skew-two-planes,skew-xz-plus-0.025-yz-minus-0.050,False
4-skew-two-planes,skew-xz-plus-0.025-yz-minus-0.075,False
4-skew-two-planes,skew-xz-plus-0.025-yz-minus-0.100,False
4-skew-two-planes,skew-xz-plus-0.025-yz-plus-0.000,True
4-skew-two-planes,skew-xz-plus-0.025-yz-plus-0.025,False
4-skew-two-planes,skew-xz-plus-0.025-yz-plus-0.050,False
4-skew-two-planes,skew-xz-plus-0.025-yz-plus-0.075,False
4-skew-two-planes,skew-xz-plus-0.025-yz-plus-0.100,False
4-skew-two-planes,skew-xz-plus-0.050-yz-minus-0.025,False
4-skew-two-planes,skew-xz-plus-0.050-yz-minus-0.075,False
4-skew-two-planes,skew-xz-plus-0.050-yz-minus-0.100,False
4-skew-two-planes,skew-xz-plus-0.050-yz-plus-0.000,True
4-skew-two-planes,skew-xz-plus-0.050-yz-plus-0.025,False
4-skew-two-planes,skew-xz-plus-0.050-yz-plus-0.075,False
4-skew-two-planes,skew-xz-plus-0.050-yz-plus-0.100,False
4-skew-two-planes,skew-xz-plus-0.075-yz-minus-0.025,False
4-skew-two-planes,skew-xz-plus-0.075-yz-minus-0.050,False
4-skew-two-planes,skew-xz-plus-0.075-yz-minus-0.075,False
4-skew-two-planes,skew-xz-plus-0.075-yz-minus-0.100,False
4-skew-two-planes,skew-xz-plus-0.075-yz-plus-0.000,True
4-skew-two-planes,skew-xz-plus-0.075-yz-plus-0.025,False
4-skew-two-planes,skew-xz-plus-0.075-yz-plus-0.050,False
4-skew-two-planes,skew-xz-plus-0.075-yz-plus-0.075,False
4-skew-two-planes,skew-xz-plus-0.075-yz-plus-0.100,False
4-skew-two-planes,skew-xz-plus-0.100-yz-minus-0.025,False
4-skew-two-planes,skew-xz-plus-0.100-yz-minus-0.050,False
4-skew-two-planes,skew-xz-plus-0.100-yz-minus-0.075,False
4-skew-two-planes,skew-xz-plus-0.100-yz-minus-0.100,False
4-skew-two-planes,skew-xz-plus-0.100-yz-plus-0.000,True
4-skew-two-planes,skew-xz-plus-0.100-yz-plus-0.025,False
4-skew-two-planes,skew-xz-plus-0.100-yz-plus-0.050,False
4-skew-two-planes,skew-xz-plus-0.100-yz-plus-0.075,False
4-skew-two-planes,skew-xz-plus-0.100-yz-plus-0.100,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.030-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.060-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.060-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.060-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.060-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.030-xz-minus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.030-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.060-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.060-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.060-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.060-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.060-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.060-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.060-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.060-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.060-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.060-xz-plus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.030-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.030-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.060-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.060-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.060-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.060-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.060-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.090-xz-minus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.030-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.030-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.060-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.060-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.060-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.060-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.060-yz-plus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-minus-0.090-xz-plus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.030-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.060-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.060-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.060-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.060-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.030-xz-minus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.030-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.060-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.060-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.060-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.060-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.030-xz-plus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.030-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.060-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.060-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.060-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.060-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.060-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.060-xz-minus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.030-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.060-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.060-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.060-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.060-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.060-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.060-xz-plus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.030-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.030-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.060-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.060-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.060-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.060-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.060-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.090-xz-minus-0.090-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.030-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.030-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.030-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.030-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.030-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.030-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.060-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.060-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.060-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.060-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.060-yz-plus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.090-yz-minus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.090-yz-minus-0.060,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.090-yz-minus-0.090,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.090-yz-plus-0.030,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.090-yz-plus-0.060,False
5-skew-three-planes,skew-xy-plus-0.090-xz-plus-0.090-yz-plus-0.090,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.080-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.080-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.080-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.080-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.080-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-minus-0.080-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.020-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.020-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.020-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.020-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.020-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.020-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.020-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.020-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.040-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.040-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.040-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.040-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.040-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.040-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.040-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.040-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.060-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.060-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.060-z-minus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.060-z-minus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.060-z-plus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.060-z-plus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.060-z-plus-0.060,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.060-z-plus-0.080,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.080-z-minus-0.020,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.080-z-minus-0.040,False
6-stretch-all-three-axes,stretch-x-minus-0.020-y-plus-0.080-z-minus-0.060,False
